kda,most_played_role,winrate,avg_creeps_per_min,avg_gold_per_min,username,rank_lp
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
5.8/5.6/8.2,AD Carry,Wins: 216 (51.7%),4.46,381.3,a daydreamer#MK1,GrandMaster 426 LP
3.0/5.3/13.4,Support,Wins: 144 (60.5%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1207 LP
3.9/5.5/12.5,Support,Wins: 183 (55.8%),2.6399999999999997,331.72,LightNReset#NA1,Challenger 835 LP
5.5/3.8/5.7,Top,Wins: 168 (56.0%),7.7,459.82,Forlin#BR1,Challenger 835 LP
6.2/3.0/7.2,Top,Wins: 93 (66.9%),6.2,391.34,Sacrógrito#Sufu,Challenger 716 LP
5.7/5.2/12.4,Jungler,Wins: 94 (67.6%),5.24,351.86,dont let me go#Veiga,GrandMaster 525 LP
6.6/3.6/10.1,Jungler,Wins: 136 (66.7%),6.62,435.34,Josedeodo2#BR1,Challenger 1704 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
6.8/5.3/6.9,Mid,Wins: 135 (58.2%),7.92,475.4599999999999,neyzz#999,Challenger 810 LP
8.3/5.7/8.1,Mid,Wins: 229 (58.3%),7.040000000000001,464.5,Aithusa#lol,Challenger 1595 LP
6.3/5.5/9.0,AD Carry,Wins: 230 (52.6%),8.239999999999998,489.91999999999996,Kojima#ゲツヨウビ,Challenger 858 LP
2.8/5.2/17.6,Support,Wins: 175 (57.5%),3.5,421.7200000000001,Quantum#BR2,Challenger 1109 LP
2.8/6.5/14.6,Support,Wins: 278 (54.2%),0.9,306.76000000000005,momochi#grind,Challenger 1356 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
7.7/5.3/6.3,Top,Wins: 101 (57.7%),7.0600000000000005,461.58000000000004,Rick#373,GrandMaster 538 LP
7.4/4.9/7.9,Jungler,Wins: 149 (58.2%),6.859999999999999,442.93999999999994,overthinker#ress,Challenger 1133 LP
5.8/5.1/11.9,Jungler,Wins: 118 (58.4%),6.140000000000001,449.4,joaomitoHU32#BR1,Challenger 599 LP
6.1/5.7/7.1,Mid,Wins: 127 (55.7%),7.3,465.26000000000005,HolyCheetosGamer#MACHO,GrandMaster 450 LP
N/A,N/A,N/A,N/A,N/A,sparck#gado,GrandMaster N/A LP
7.6/5.8/8.2,AD Carry,Wins: 64 (61.0%),7.68,485.82,Laser#2404,GrandMaster 384 LP
8.3/5.4/6.7,AD Carry,Wins: 206 (54.8%),8.32,483.98,spicy banana#2222,Challenger 716 LP
2.2/4.3/14.9,Support,Wins: 131 (55.3%),1.06,317.52,rainha de copas#アリス,GrandMaster 435 LP
4.3/6.3/11.1,Support,Wins: 149 (53.2%),1.4400000000000002,321.74,Freedon#BR1,Challenger 646 LP
5.3/4.7/4.5,Top,Wins: 207 (52.0%),6.9,410.43999999999994,JOSEPHZEUSMODE#0001,GrandMaster 405 LP
6.4/4.1/8.9,Top,Wins: 105 (61.8%),5.32,701.9599999999999,DU GYM RAT#GYM,Challenger 1010 LP
6.3/4.5/7.7,Mid,Wins: 123 (59.7%),5.92,429.5,HITSUWHATWASTHAT#BR1,Challenger 896 LP
8.5/5.7/9.1,Jungler,Wins: 328 (53.5%),6.220000000000001,448.56000000000006,paiN Tatu#10y,Challenger 1454 LP
6.1/4.1/6.7,Mid,Wins: 268 (54.5%),8.18,453.86,Namiru#BR1,Challenger 1309 LP
7.5/4.4/7.8,Mid,Wins: 114 (57.3%),7.140000000000001,457.78000000000003,VKS Cristal#Ahri,GrandMaster 509 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
8.3/6.0/7.8,Mid,Wins: 147 (58.6%),7.56,462.32000000000005,kazeeee#BR3,Challenger 1097 LP
3.3/5.3/13.5,Support,Wins: 118 (57.6%),0.9800000000000001,301.40000000000003,zay#zzz1,Challenger 989 LP
2.4/5.9/15.6,Support,Wins: 147 (57.4%),1.7,317.12,scamber2#BR2,Challenger 778 LP
5.7/5.7/5.7,Top,Wins: 46 (69.7%),7.780000000000001,465.8,I will trade#NA1,GrandMaster 416 LP
5.3/4.9/5.0,Top,Wins: 58 (59.2%),5.159999999999999,412.75999999999993,Sillody#DEEZ,GrandMaster 241 LP
7.8/4.6/6.6,Jungler,Wins: 122 (58.1%),7.3,475.1,不帮就送#0888,Challenger 707 LP
6.8/5.9/6.2,Top,Wins: 117 (53.4%),7.7,444.78000000000003,mint maid#ghost,GrandMaster 339 LP
7.0/5.0/6.3,Mid,Wins: 196 (52.8%),7.459999999999999,436.32,Quantum#NA1,GrandMaster 364 LP
5.6/5.0/7.3,Mid,Wins: 115 (58.1%),7.766666666666667,442.4666666666667,DOOMSDAY#OGRE,GrandMaster 210 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
6.7/4.4/7.7,AD Carry,Wins: 114 (59.4%),8.04,475.3,Spawn#NA3,Challenger 855 LP
2.9/5.9/12.2,Support,Wins: 147 (57.0%),0.9800000000000001,309.96000000000004,Levi#NA111,GrandMaster 285 LP
3.0/5.3/13.4,Support,Wins: 144 (60.5%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1207 LP
7.6/5.6/5.3,Mid,Wins: 172 (57.3%),7.4799999999999995,466.9599999999999,guigod#002,Challenger 963 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
9.0/5.3/8.3,Jungler,Wins: 65 (59.6%),6.860000000000001,485.34000000000003,PNG Caca#paiN,GrandMaster 452 LP
6.6/3.6/10.1,Jungler,Wins: 136 (66.7%),6.62,435.34,Josedeodo2#BR1,Challenger 1704 LP
7.9/5.4/7.8,Mid,Wins: 112 (60.2%),6.26,405.5,Syrenead#Lux,Challenger 713 LP
7.1/4.7/8.5,Mid,Wins: 104 (56.9%),7.08,438.64000000000004,nesh1#BR1,GrandMaster 385 LP
8.3/5.4/6.7,AD Carry,Wins: 206 (54.8%),8.32,483.98,spicy banana#2222,Challenger 716 LP
6.1/5.7/7.1,Mid,Wins: 127 (55.7%),7.3,465.26000000000005,HolyCheetosGamer#MACHO,GrandMaster 450 LP
2.8/6.5/14.6,Support,Wins: 278 (54.2%),0.9,306.76000000000005,momochi#grind,Challenger 1356 LP
5.8/5.1/10.3,AD Carry,Wins: 146 (54.3%),6.2,455.0,zyIbo#BR1,GrandMaster 499 LP
4.0/4.5/5.2,Top,Wins: 234 (53.5%),6.540000000000001,376.08,Hatsune Neeko#NA1,Challenger 626 LP
5.4/4.9/7.3,Top,Wins: 46 (58.2%),6.06,429.0400000000001,IM DOWN#YERT,Master 167 LP
6.7/3.8/7.1,Jungler,Wins: 176 (52.2%),7.32,444.03999999999996,Maxander#NA1,Challenger 560 LP
7.0/4.5/8.9,Jungler,Wins: 46 (69.7%),6.82,647.2,Lilredlol#annac,GrandMaster 541 LP
5.8/4.1/9.0,Mid,Wins: 95 (54.3%),4.5,392.5,Hypeurs#Wopo,GrandMaster 359 LP
6.1/4.0/6.7,Mid,Wins: 31 (59.6%),6.6800000000000015,435.0,OneVFiveMe#NA1,Master 188 LP
9.0/4.4/6.3,AD Carry,Wins: 64 (72.4%),7.140000000000001,497.5400000000001,Kiqzend#9705,Master 130 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
1.6/5.2/16.0,Support,Wins: 64 (72.4%),0.9,303.44,Yu Jimin#CN1,Master 130 LP
3.0/5.3/13.4,Support,Wins: 144 (60.5%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1207 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
7.8/5.9/6.9,Top,Wins: 161 (55.3%),7.0,460.4200000000001,y3nn#086,Challenger 626 LP
9.8/4.9/6.5,Jungler,Wins: 97 (60.2%),7.6,483.34,Fear#Abyss,GrandMaster 400 LP
10.0/5.5/9.5,Jungler,Wins: 69 (62.7%),4.639999999999999,651.4799999999999,Waryor#BR1,GrandMaster 493 LP
11.5/5.0/5.9,Mid,Wins: 58 (79.5%),6.4,473.2,Lucas1#grind,Master 85 LP
6.1/4.5/7.7,Mid,Wins: 111 (56.9%),7.0,436.23999999999995,Bilulu#1446,GrandMaster 514 LP
7.6/5.8/7.2,AD Carry,Wins: 189 (56.8%),7.640000000000001,469.46000000000004,Lac#0421,Challenger 1239 LP
8.3/5.8/7.4,AD Carry,Wins: 113 (55.9%),7.279999999999999,483.08000000000004,Dedicado#7024,GrandMaster 456 LP
4.5/6.6/14.4,Support,Wins: 104 (60.5%),1.1400000000000001,337.6,SOODANG#kr3,Challenger 642 LP
2.8/6.5/14.6,Support,Wins: 278 (54.2%),0.9,306.76000000000005,momochi#grind,Challenger 1356 LP
5.3/4.9/5.0,Top,Wins: 58 (59.2%),5.159999999999999,412.75999999999993,Sillody#DEEZ,GrandMaster 241 LP
6.0/4.7/4.1,Top,Wins: 161 (53.5%),4.66,506.62000000000006,jantho#2358,GrandMaster 366 LP
5.8/4.1/8.2,Jungler,Wins: 260 (52.9%),6.7,422.68,alchemist#still,Challenger 670 LP
6.7/3.2/8.0,Jungler,Wins: 72 (58.5%),6.199999999999999,408.12,Icefirmiana#faith,GrandMaster 160 LP
7.4/5.8/8.3,Mid,Wins: 33 (68.8%),4.24,725.76,play for lane#00000,Master 182 LP
7.5/4.2/6.3,Mid,Wins: 196 (62.2%),7.839999999999999,460.78000000000003,Dusk to Dawn#god,Challenger 1005 LP
5.8/5.6/8.2,AD Carry,Wins: 216 (51.7%),4.46,381.3,a daydreamer#MK1,GrandMaster 426 LP
6.0/3.5/7.1,AD Carry,Wins: 34 (69.4%),8.46,488.96000000000004,明 星#ホッケ,Master 211 LP
3.1/5.3/13.1,Support,Wins: 123 (57.5%),1.2599999999999998,318.32,Biofrost#23974,GrandMaster 492 LP
1.5/5.1/13.8,Support,Wins: 196 (52.4%),1.1400000000000001,286.41999999999996,ãºã#KOR,Master 262 LP
6.6/6.5/4.2,Top,Wins: 193 (54.1%),7.5600000000000005,446.26000000000005,Fear#GWEN,Challenger 676 LP
5.6/4.5/5.5,Top,Wins: 224 (55.2%),7.860000000000001,457.62,MySwordCrimson#2006,Challenger 1097 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
8.8/4.5/6.5,Jungler,Wins: 188 (55.8%),7.12,460.06000000000006,Sheiden#0001,Challenger 1018 LP
3.7/4.7/8.7,AD Carry,Wins: 157 (53.4%),4.54,407.28,Taiychi Ud#NA1,GrandMaster 420 LP
6.9/3.7/7.7,Mid,Wins: 81 (66.9%),7.360000000000001,458.14000000000004,Samikin#uwu,Challenger 976 LP
8.2/5.6/6.6,AD Carry,Wins: 136 (57.6%),7.1,531.5800000000002,Minazuki#0909,Challenger 858 LP
5.8/3.9/7.7,AD Carry,Wins: 148 (56.9%),7.580000000000001,471.65999999999997,Mello#ADC,Challenger 717 LP
3.0/5.3/13.4,Support,Wins: 144 (60.5%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1207 LP
5.8/4.3/9.5,AD Carry,Wins: 61 (62.2%),8.14,484.52,antiheal#ILFSM,GrandMaster 471 LP
5.3/5.5/5.9,Top,Wins: 198 (55.8%),6.82,396.96000000000004,fk how u feel#LVS,GrandMaster 769 LP
5.3/5.4/6.5,Mid,Wins: 264 (53.9%),6.2,407.68,Daiki Aomine#RKR,Challenger 1072 LP
7.8/4.9/8.4,Jungler,Wins: 196 (55.2%),6.6,448.62,AIba Madalyon#EUW,GrandMaster 754 LP
6.6/4.6/8.7,Jungler,Wins: 231 (55.9%),6.7,444.8,Rhilech#15105,Challenger 1109 LP
5.8/4.6/8.0,Mid,Wins: 207 (61.1%),7.7,446.38,xKenzuke#1453,Challenger 1907 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 828 LP
7.0/4.5/7.0,Mid,Wins: 196 (56.3%),8.08,466.26000000000005,SRTSS#EUW,Challenger 979 LP
2.8/5.5/13.9,Support,Wins: 331 (52.8%),1.04,302.6,Paixdia#Supp,Challenger 872 LP
2.4/5.4/14.5,Support,Wins: 148 (58.7%),0.8800000000000001,296.73999999999995,lpl dna#12103,Challenger 1001 LP
2.3/6.0/15.8,Support,Wins: 230 (56.1%),1.1199999999999999,296.3,twojstary2komary#win,Challenger 1179 LP
6.8/5.3/5.8,Top,Wins: 163 (56.2%),7.880000000000001,459.26000000000005,Loose Ends999#EUW,Challenger 838 LP
6.8/5.1/5.1,Top,Wins: 92 (67.6%),8.0,476.23999999999995,stardewvalley67#EUW,Challenger 961 LP
6.8/5.3/8.4,Jungler,Wins: 261 (54.0%),6.92,437.52,DenSygeKamel69#EUW,Challenger 1053 LP
6.4/4.8/8.0,Jungler,Wins: 189 (54.6%),7.06,445.71999999999997,Maxlore#EUW,GrandMaster 613 LP
6.9/4.8/6.4,Mid,Wins: 236 (55.9%),8.279999999999998,470.14000000000004,Sayn CHOKBAR 1#EUW,Challenger 1264 LP
7.6/5.5/5.5,Mid,Wins: 251 (55.4%),7.62,470.93999999999994,XXXXXXXXY1#EUW,Challenger 1232 LP
7.6/5.2/6.8,AD Carry,Wins: 283 (53.1%),8.02,489.64000000000004,SBBYY#EUW12,GrandMaster 685 LP
6.9/4.6/8.4,AD Carry,Wins: 265 (56.5%),7.859999999999999,467.7,Antonio#FORS,Challenger 1172 LP
2.4/4.6/15.1,Support,Wins: 306 (54.6%),1.1199999999999999,306.94,lft Lekcyc#111,Challenger 1176 LP
3.1/4.2/12.7,AD Carry,Wins: 115 (60.2%),3.6799999999999997,416.8,Nyxes#Sexyn,Challenger 797 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
6.9/5.1/8.5,Mid,Wins: 130 (55.3%),6.76,426.08000000000004,Tkk#BR2,GrandMaster 447 LP
8.1/5.1/7.2,Jungler,Wins: 228 (54.9%),7.340000000000001,460.44000000000005,Cisne de Gelo#frog,Challenger 1217 LP
6.6/3.9/10.7,Jungler,Wins: 84 (66.1%),5.2,439.32,ThayT#1106,Challenger 832 LP
7.1/4.7/8.5,Mid,Wins: 104 (56.9%),7.08,438.64000000000004,nesh1#BR1,GrandMaster 385 LP
7.2/4.9/7.1,Mid,Wins: 136 (58.6%),7.7,458.0,Qats#BR2,Challenger 931 LP
5.7/4.0/8.2,AD Carry,Wins: 270 (52.5%),7.08,422.1,Synk DIVE#BR1,GrandMaster 481 LP
7.6/5.8/7.2,AD Carry,Wins: 189 (56.8%),7.640000000000001,469.46000000000004,Lac#0421,Challenger 1239 LP
4.5/6.6/14.4,Support,Wins: 104 (60.5%),1.1400000000000001,337.6,SOODANG#kr3,Challenger 642 LP
2.6/4.1/15.4,Support,Wins: 110 (57.3%),3.4,357.3,Liritus#BR1,Challenger 686 LP
6.2/4.7/6.6,Top,Wins: 99 (61.1%),7.0200000000000005,437.03999999999996,DirtyDragonfruit#NA1,GrandMaster 181 LP
4.7/4.4/7.5,Top,Wins: 32 (71.7%),6.76,400.47999999999996,Satxri#NA1,Master 158 LP
6.3/4.6/7.8,Jungler,Wins: 163 (53.8%),7.220000000000001,438.58000000000004,wenwin#wenny,GrandMaster 443 LP
6.5/4.4/8.7,Jungler,Wins: 192 (52.2%),6.32,425.34,NuZagreus#wins,Master 226 LP
6.0/6.2/5.4,Mid,Wins: 48 (59.3%),7.599999999999999,445.38,Vuizapiu#NA1,Master 113 LP
5.6/4.8/7.1,Mid,Wins: 259 (51.0%),6.4399999999999995,427.66,ICahriYou#2272,Master 100 LP
5.9/6.0/7.3,AD Carry,Wins: 63 (53.4%),7.42,462.9,Yunnity#NA1,Master 162 LP
5.8/5.6/8.2,AD Carry,Wins: 216 (51.7%),4.46,381.3,a daydreamer#MK1,GrandMaster 426 LP
1.5/5.4/13.9,Support,Wins: 128 (53.8%),1.04,331.36,Silent Reaper#NA1,GrandMaster 338 LP
3.1/5.3/13.1,Support,Wins: 123 (57.5%),1.2599999999999998,318.32,Biofrost#23974,GrandMaster 492 LP
N/A,N/A,N/A,N/A,N/A,e7c3c0fd-cee3-4399-877b-baf89c9f6f46#EUW,Challenger N/A LP
6.8/5.1/5.1,Top,Wins: 92 (67.6%),8.0,476.23999999999995,stardewvalley67#EUW,Challenger 961 LP
7.7/3.7/8.6,Jungler,Wins: 99 (66.0%),6.94,458.46000000000004,Erithacus rubecu#69139,Challenger 905 LP
6.6/4.6/8.7,Jungler,Wins: 231 (55.9%),6.7,444.8,Rhilech#15105,Challenger 1109 LP
5.8/4.6/8.0,Mid,Wins: 207 (61.1%),7.7,446.38,xKenzuke#1453,Challenger 1907 LP
7.0/4.5/7.0,Mid,Wins: 196 (56.3%),8.08,466.26000000000005,SRTSS#EUW,Challenger 979 LP
8.7/5.1/5.8,AD Carry,Wins: 227 (55.6%),7.040000000000001,466.24000000000007,twtv exofeng#IWNL,Challenger 868 LP
6.6/4.9/7.8,AD Carry,Wins: 183 (56.5%),8.16,472.2,supp is weak XD#EUW,Challenger 874 LP
2.3/6.0/15.8,Support,Wins: 230 (56.1%),1.1199999999999999,296.3,twojstary2komary#win,Challenger 1179 LP
2.6/5.6/14.0,Support,Wins: 175 (61.2%),0.8800000000000001,303.65999999999997,niudefuwuqi2007#8085,Challenger 1315 LP
7.2/6.1/6.8,Top,Wins: 127 (60.2%),6.140000000000001,368.84,Typothe#EUW,Challenger 822 LP
5.6/4.8/7.6,Mid,Wins: 206 (53.1%),6.460000000000001,420.6,Camille fan acc#BDG,GrandMaster 591 LP
6.2/4.9/8.3,Jungler,Wins: 255 (55.1%),7.3,445.9,NattyNatt#2005,Challenger 1158 LP
6.8/5.3/8.4,Jungler,Wins: 261 (54.0%),6.92,437.52,DenSygeKamel69#EUW,Challenger 1053 LP
5.8/4.1/6.7,Mid,Wins: 271 (53.7%),7.82,437.4599999999999,Zwyrøø#soul,Challenger 847 LP
6.9/4.8/6.4,Mid,Wins: 236 (55.9%),8.279999999999998,470.14000000000004,Sayn CHOKBAR 1#EUW,Challenger 1264 LP
7.1/5.1/7.6,AD Carry,Wins: 168 (54.7%),8.26,490.03999999999996,FlickeR#1337,GrandMaster 645 LP
6.9/4.6/8.4,AD Carry,Wins: 265 (56.5%),7.859999999999999,467.7,Antonio#FORS,Challenger 1172 LP
2.4/4.6/15.1,Support,Wins: 306 (54.6%),1.1199999999999999,306.94,lft Lekcyc#111,Challenger 1176 LP
2.0/4.5/14.6,Support,Wins: 159 (55.0%),0.9200000000000002,287.02,Boubouaset#EUW,GrandMaster 578 LP
7.2/4.5/7.1,AD Carry,Wins: 67 (60.9%),7.980000000000001,460.48,ziro01#NA1,Master 60 LP
5.6/5.0/7.3,Mid,Wins: 115 (58.1%),7.766666666666667,442.4666666666667,DOOMSDAY#OGRE,GrandMaster 210 LP
9.0/5.8/8.3,Jungler,Wins: 27 (57.4%),6.4,439.76000000000005,FeetMaxxxing#069,Master 45 LP
6.9/5.1/9.6,Jungler,Wins: 40 (54.1%),5.58,407.32,h3R3#忘不掉的妳,Master 63 LP
6.5/4.2/5.4,Mid,Wins: 107 (54.9%),7.260000000000001,448.0,芯 宝#洋洋的小猫,GrandMaster 247 LP
4.7/4.9/9.8,Mid,Wins: 142 (55.3%),4.779999999999999,378.56000000000006,Mr Tweetums#NA1,Master 79 LP
5.6/5.9/8.2,AD Carry,Wins: 202 (53.3%),6.24,426.88,Darko#0001,Master 15 LP
5.3/4.8/11.5,AD Carry,Wins: 57 (63.3%),4.58,395.04,Demonflare#4396,Master 212 LP
3.1/5.3/13.1,Support,Wins: 123 (57.5%),1.2599999999999998,318.32,Biofrost#23974,GrandMaster 492 LP
4.8/5.9/7.8,Top,Wins: 90 (55.6%),5.960000000000001,411.21999999999997,LilD0ughB0y#CHOT,Master 58 LP
5.2/6.1/6.3,Top,Wins: 129 (55.6%),7.76,448.3999999999999,JL Potent#POT,GrandMaster 708 LP
5.3/5.5/5.9,Top,Wins: 198 (55.8%),6.82,396.96000000000004,fk how u feel#LVS,GrandMaster 769 LP
7.6/3.9/7.7,Jungler,Wins: 194 (54.8%),7.24,440.66,Ni hao China 666#Mark,GrandMaster 567 LP
6.6/4.6/8.7,Jungler,Wins: 231 (55.9%),6.7,444.8,Rhilech#15105,Challenger 1109 LP
5.1/4.7/8.7,Mid,Wins: 215 (55.1%),5.959999999999999,404.36,c0st0m#dane,GrandMaster 761 LP
5.7/5.0/8.7,Mid,Wins: 270 (52.5%),5.0,401.93999999999994,Łanz#EUW,Challenger 700 LP
6.6/4.6/7.4,AD Carry,Wins: 141 (57.1%),7.92,469.62,tukaan#tukan,Challenger 855 LP
10.8/6.0/5.2,AD Carry,Wins: 140 (66.4%),7.4,497.52,Decebalus#White,Challenger 979 LP
2.3/6.0/15.8,Support,Wins: 230 (56.1%),1.1199999999999999,296.3,twojstary2komary#win,Challenger 1179 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
5.9/6.5/6.2,Top,Wins: 121 (57.3%),7.2,466.12000000000006,GuizorPET#PET,GrandMaster 519 LP
3.8/5.3/8.8,Mid,Wins: 176 (52.9%),6.839999999999999,429.4,Chuck Noyya#BR1,GrandMaster 290 LP
6.6/4.6/11.3,Jungler,Wins: 198 (55.9%),5.84,420.64000000000004,kdsodskoisdjdsai#selva,GrandMaster 521 LP
4.1/5.7/9.6,AD Carry,Wins: 84 (56.0%),4.539999999999999,382.53999999999996,breakcore#4172,GrandMaster 371 LP
4.3/4.8/7.4,Mid,Wins: 56 (62.9%),7.839999999999999,513.26,GALAVIPERGUMA#BR1,GrandMaster 381 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
6.9/6.0/7.7,Mid,Wins: 98 (57.3%),7.159999999999999,438.73999999999995,Coxinha748#SP748,GrandMaster 555 LP
8.2/5.2/7.6,AD Carry,Wins: 102 (57.3%),7.460000000000001,473.7,sneeZ 9#kr 9,GrandMaster 404 LP
4.3/6.1/12.5,Support,Wins: 173 (54.1%),4.56,426.94000000000005,Changli#Kat,GrandMaster 546 LP
2.1/4.8/15.6,Support,Wins: 77 (57.5%),0.9,293.3,BAD TICO#HU3,GrandMaster 371 LP
5.4/4.5/7.5,Mid,Wins: 158 (58.7%),8.06,455.36,castaway#117,Challenger 606 LP
6.8/5.1/5.1,Top,Wins: 92 (67.6%),8.0,476.23999999999995,stardewvalley67#EUW,Challenger 961 LP
7.7/3.7/8.6,Jungler,Wins: 99 (66.0%),6.94,458.46000000000004,Erithacus rubecu#69139,Challenger 905 LP
7.9/5.0/8.5,Jungler,Wins: 149 (56.9%),7.519999999999999,444.65999999999997,merx#2705,GrandMaster 638 LP
5.8/4.6/8.0,Mid,Wins: 207 (61.1%),7.7,446.38,xKenzuke#1453,Challenger 1907 LP
7.0/4.5/7.0,Mid,Wins: 196 (56.3%),8.08,466.26000000000005,SRTSS#EUW,Challenger 979 LP
6.6/4.9/7.8,AD Carry,Wins: 183 (56.5%),8.16,472.2,supp is weak XD#EUW,Challenger 874 LP
6.9/4.6/8.4,AD Carry,Wins: 265 (56.5%),7.859999999999999,467.7,Antonio#FORS,Challenger 1172 LP
2.3/4.5/14.9,Support,Wins: 98 (61.3%),2.44,299.8,Uvynonr#EUW,GrandMaster 689 LP
2.4/4.6/15.1,Support,Wins: 306 (54.6%),1.1199999999999999,306.94,lft Lekcyc#111,Challenger 1176 LP
6.1/4.3/4.5,Top,Wins: 269 (53.1%),6.8,408.7,PoEs tk#EUW,GrandMaster 669 LP
5.8/3.9/5.8,Top,Wins: 98 (61.0%),7.08,438.84,End of the line#WIN,GrandMaster 502 LP
9.1/4.5/7.1,Jungler,Wins: 144 (56.7%),7.5,482.52,该发生的事情就会发生#查斯1,GrandMaster 727 LP
5.8/6.4/8.2,Jungler,Wins: 202 (54.6%),6.88,421.96000000000004,WINWINWINWINWIN#ACE,GrandMaster 646 LP
4.8/4.2/7.2,Mid,Wins: 99 (57.2%),6.9,391.8,iRoxxzor#EUW,Master 436 LP
6.8/4.8/6.6,Mid,Wins: 169 (54.9%),8.200000000000001,470.68,Vattghern#9928,GrandMaster 560 LP
6.6/4.6/7.4,AD Carry,Wins: 141 (57.1%),7.92,469.62,tukaan#tukan,Challenger 855 LP
6.8/4.2/6.1,AD Carry,Wins: 159 (55.8%),8.22,467.4,RANGED SUP NPC#KR11,Challenger 690 LP
6.0/5.5/12.5,Support,Wins: 104 (68.0%),0.8400000000000001,315.4,refracted#acrid,GrandMaster 540 LP
3.1/5.0/13.4,Support,Wins: 202 (54.7%),1.02,308.36,seaz test acc#EUW,Challenger 757 LP
4.3/4.7/5.7,Top,Wins: 100 (55.2%),6.9,404.54,千里自同风#0520,GrandMaster 283 LP
5.7/5.7/5.7,Top,Wins: 46 (69.7%),7.780000000000001,465.8,I will trade#NA1,GrandMaster 416 LP
7.7/5.5/7.1,Jungler,Wins: 105 (52.5%),6.959999999999999,491.26000000000005,你还爱我吗#我还爱着你,Master 238 LP
5.1/5.3/9.7,Jungler,Wins: 211 (50.1%),3.4599999999999995,326.5,ForgotToPot#NA1,GrandMaster 424 LP
6.1/5.3/6.7,Mid,Wins: 161 (54.4%),7.38,437.86,yayale#CN1,Challenger 453 LP
5.3/5.0/9.6,AD Carry,Wins: 102 (55.1%),4.859999999999999,466.35999999999996,roughbeanz#smile,GrandMaster 322 LP
5.3/4.8/11.5,AD Carry,Wins: 57 (63.3%),4.58,395.04,Demonflare#4396,Master 212 LP
6.1/4.7/6.8,AD Carry,Wins: 106 (54.1%),7.9,491.0,LESFREAKINGO#DUDE,GrandMaster 268 LP
3.1/5.3/13.1,Support,Wins: 123 (57.5%),1.2599999999999998,318.32,Biofrost#23974,GrandMaster 492 LP
1.8/5.7/13.2,Support,Wins: 233 (52.2%),1.7399999999999998,287.6,kyledog128#NA1,GrandMaster 228 LP
6.6/4.9/7.8,AD Carry,Wins: 183 (56.5%),8.16,472.2,supp is weak XD#EUW,Challenger 874 LP
5.7/3.9/5.6,Top,Wins: 76 (66.7%),8.18,464.5,Akiyoshi#EUW,GrandMaster 678 LP
6.1/3.9/9.5,Jungler,Wins: 167 (59.2%),5.5200000000000005,409.2,IdleFiend#123,Challenger 881 LP
6.8/5.3/8.4,Jungler,Wins: 261 (54.0%),6.92,437.52,DenSygeKamel69#EUW,Challenger 1053 LP
5.4/4.5/7.5,Mid,Wins: 158 (58.7%),8.06,455.36,castaway#117,Challenger 606 LP
5.0/5.5/7.2,Mid,Wins: 224 (54.2%),6.6,412.5,star zall#2121,Challenger 960 LP
6.9/4.6/8.4,AD Carry,Wins: 265 (56.5%),7.859999999999999,467.7,Antonio#FORS,Challenger 1172 LP
6.9/5.2/6.9,AD Carry,Wins: 218 (57.7%),8.4,477.88,Unkn0wn#EUW11,Challenger 1368 LP
2.6/5.6/14.0,Support,Wins: 175 (61.2%),0.8800000000000001,303.65999999999997,niudefuwuqi2007#8085,Challenger 1296 LP
2.4/4.6/15.1,Support,Wins: 306 (54.6%),1.1199999999999999,306.94,lft Lekcyc#111,Challenger 1176 LP
