kda,most_played_role,winrate,avg_creeps_per_min,avg_gold_per_min,username,rank_lp
7.9/4.3/9.9,Jungler,Wins: 117 (57.9%),5.659999999999999,442.62,Levi#zin,Challenger 744 LP
7.1/4.3/9.7,Jungler,Wins: 129 (63.2%),6.539999999999999,452.3,soloq player#noob,Challenger 1533 LP
7.1/5.0/7.6,Mid,Wins: 193 (56.6%),8.120000000000001,472.62,young fla#furia,Challenger 1122 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
6.3/5.5/9.0,AD Carry,Wins: 230 (52.6%),8.239999999999998,489.91999999999996,Kojima#ゲツヨウビ,Challenger 858 LP
7.6/6.0/8.0,AD Carry,Wins: 200 (54.3%),7.8,474.84000000000003,Beeйie#BR1,Challenger 869 LP
6.1/4.1/6.7,Mid,Wins: 268 (54.5%),8.18,453.86,Namiru#BR1,Challenger 1309 LP
4.3/6.1/12.5,Support,Wins: 173 (54.1%),4.58,426.38,Changli#Kat,GrandMaster 546 LP
6.9/3.4/5.5,Top,Wins: 65 (68.4%),7.0600000000000005,454.43999999999994,twtv bobjenkins#NA3,GrandMaster 574 LP
5.9/4.4/5.7,Top,Wins: 153 (54.1%),7.7,453.53999999999996,Dhokla#NA1,Challenger 567 LP
5.3/4.4/11.3,Jungler,Wins: 80 (62.0%),4.06,374.14,Amazingx#2494,Challenger 665 LP
8.2/4.6/7.6,Jungler,Wins: 65 (54.6%),6.220000000000001,506.12,Hoyverim2#JGDIF,GrandMaster 192 LP
7.0/6.0/7.5,Mid,Wins: 233 (54.7%),6.959999999999999,449.44000000000005,Delights Garden#TTV,GrandMaster 448 LP
7.6/5.0/6.2,Mid,Wins: 84 (54.2%),6.4799999999999995,537.1,火 影#2Szd,GrandMaster 351 LP
5.9/5.6/8.8,AD Carry,Wins: 132 (57.5%),7.76,438.18,pewpew#pigmé,Challenger 606 LP
6.7/4.4/7.7,AD Carry,Wins: 114 (59.4%),8.04,475.3,Spawn#NA3,Challenger 855 LP
7.6/5.8/9.6,AD Carry,Wins: 101 (56.7%),6.0,450.9599999999999,Good Boi#NA1,Challenger 510 LP
2.1/5.1/12.8,Support,Wins: 162 (53.5%),5.24,392.46,Capta1n Peace#GGs,GrandMaster 447 LP
6.2/4.9/6.8,Top,Wins: 116 (61.1%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
8.8/5.6/8.0,Jungler,Wins: 72 (68.6%),6.139999999999999,455.14000000000004,chovyness#bilu,GrandMaster 505 LP
8.6/5.0/8.6,Jungler,Wins: 91 (63.4%),5.860000000000001,444.34,Sací Perêrê#BR1,Challenger 828 LP
8.5/5.7/9.1,Jungler,Wins: 328 (53.5%),6.220000000000001,448.56000000000006,paiN Tatu#10y,Challenger 1454 LP
7.2/5.6/6.8,Mid,Wins: 82 (61.2%),7.859999999999999,473.4599999999999,Ryan#CN1,GrandMaster 505 LP
7.1/4.0/6.9,Mid,Wins: 163 (57.3%),8.059999999999999,477.35999999999996,Fuuu#99999,Challenger 1029 LP
5.7/4.3/8.0,AD Carry,Wins: 117 (60.6%),7.88,462.4,Kami#BR1,Challenger 872 LP
7.5/6.1/7.9,AD Carry,Wins: 155 (57.8%),7.08,461.34,Duds#King,GrandMaster 414 LP
8.4/5.3/6.7,AD Carry,Wins: 168 (54.5%),8.1,477.48,Doug 10#0001,Challenger 727 LP
1.4/3.1/13.6,Support,Wins: 58 (81.7%),3.1799999999999997,336.64,tainhaa#lol,Master 104 LP
7.6/3.7/5.4,Top,Wins: 81 (73.0%),8.0,472.62,support come top#NA2,Challenger 1104 LP
5.9/4.2/6.2,Jungler,Wins: 68 (55.4%),6.9,413.3,Shen Hu Xi#NA1,GrandMaster 193 LP
9.6/5.7/8.7,Jungler,Wins: 71 (68.3%),7.06,472.34,长坂坡#子龙66,GrandMaster 378 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
6.0/5.1/5.6,Mid,Wins: 140 (54.7%),8.5,458.02,Icy#0499,Challenger 528 LP
6.4/6.4/6.9,Mid,Wins: 186 (55.2%),7.24,439.80000000000007,Komari#TTV,Challenger 941 LP
7.6/4.9/6.9,AD Carry,Wins: 104 (55.3%),6.7,463.48,ThreeLotus#1219,GrandMaster 145 LP
6.2/4.2/6.0,AD Carry,Wins: 133 (55.9%),8.440000000000001,461.46000000000004,SageWabe#Sage,Challenger 620 LP
2.6/4.2/13.9,Support,Wins: 201 (55.5%),0.9199999999999999,290.62,VULCAN#5125,Challenger 1269 LP
2.1/4.6/13.8,Support,Wins: 138 (55.6%),1.12,302.91999999999996,3uphoria#0622,Challenger 608 LP
5.9/4.4/5.7,Top,Wins: 153 (54.1%),7.7,453.53999999999996,Dhokla#NA1,Challenger 567 LP
5.5/4.7/5.7,Top,Wins: 88 (58.7%),7.659999999999999,441.05999999999995,Cozy#0122,Challenger 565 LP
8.1/5.4/9.8,Jungler,Wins: 79 (58.6%),6.380000000000001,471.0,RoseThorn#Rose,GrandMaster 377 LP
10.0/5.0/7.5,Jungler,Wins: 60 (77.9%),7.233333333333334,445.86666666666673,任星远#sky,Master 578 LP
7.6/5.0/6.2,Mid,Wins: 84 (54.2%),6.4799999999999995,537.1,火 影#2Szd,GrandMaster 351 LP
6.5/5.0/6.8,Mid,Wins: 81 (59.6%),7.56,513.4,spme#quin,GrandMaster 437 LP
7.3/4.7/5.9,AD Carry,Wins: 111 (56.6%),7.859999999999999,455.8,Yang#adc1,Challenger 495 LP
5.6/6.0/8.9,AD Carry,Wins: 142 (55.5%),7.279999999999999,451.35999999999996,过 火#926,GrandMaster 468 LP
2.9/4.6/13.3,Support,Wins: 119 (55.3%),2.2800000000000002,343.32000000000005,Z Score#1500,GrandMaster 547 LP
2.1/5.1/12.8,Support,Wins: 162 (53.5%),5.24,392.46,Capta1n Peace#GGs,GrandMaster 447 LP
6.1/6.0/7.0,Top,Wins: 149 (54.4%),8.0,444.58000000000004,YOUSEEBIGGIRL123#BR1,GrandMaster 271 LP
7.3/5.8/8.6,Top,Wins: 48 (61.0%),6.459999999999999,449.4200000000001,Tio Hero#BR1,Diamond I 10 LP
8.7/6.0/8.6,Jungler,Wins: 295 (52.1%),5.960000000000001,447.3,Monster#NWA,GrandMaster 455 LP
9.1/6.8/8.0,Jungler,Wins: 57 (56.4%),7.4,466.26000000000005,Yash#six66,Master 148 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
6.8/4.8/7.9,Mid,Wins: 268 (55.3%),7.959999999999999,457.9,potato the cat#envy,Challenger 1491 LP
6.9/6.3/7.9,AD Carry,Wins: 89 (54.6%),6.68,452.88,God Fortune#GodF,GrandMaster 269 LP
6.0/4.9/9.2,AD Carry,Wins: 96 (55.8%),7.359999999999999,449.91999999999996,Zale#1000,GrandMaster 497 LP
2.9/5.6/14.7,Support,Wins: 75 (53.6%),2.72,335.24,Nunca1#BR1,Master 97 LP
1.8/4.9/16.8,Support,Wins: 97 (56.4%),3.1400000000000006,420.86,Kirico#BR1,Master 257 LP
4.4/4.3/6.5,Top,Wins: 173 (53.6%),6.7,393.16,Proctor#MTG,GrandMaster 453 LP
5.5/5.6/6.0,Top,Wins: 98 (54.4%),6.7,400.1,In Kchö we Trust#KCHO,GrandMaster 102 LP
6.6/6.8/9.9,Jungler,Wins: 53 (54.1%),4.9799999999999995,509.82000000000005,Paris in de rain#NA1,Master 121 LP
5.8/5.8/9.1,Jungler,Wins: 192 (51.5%),6.6,427.08000000000004,HHHHHBTX#7524,Master 184 LP
6.3/4.6/7.4,Mid,Wins: 134 (52.8%),7.760000000000001,443.5,young#0000,Challenger 347 LP
6.2/5.3/7.4,Mid,Wins: 116 (52.5%),7.18,450.96000000000004,Scooter#NA3,GrandMaster 280 LP
3.9/4.7/8.3,AD Carry,Wins: 133 (60.5%),6.340000000000001,415.88,Bauxntack#4319,Master 472 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
1.8/5.7/13.2,Support,Wins: 233 (52.2%),1.7399999999999998,287.6,kyledog128#NA1,GrandMaster 228 LP
1.9/3.5/14.1,Support,Wins: 36 (60.0%),1.08,321.88,Janna car#NA1,Master 102 LP
5.4/4.5/4.6,Top,Wins: 208 (54.9%),7.640000000000001,436.26000000000005,Haxorr TTV#HAXOR,Challenger 749 LP
6.2/4.6/6.6,Mid,Wins: 189 (54.7%),7.9,458.2,Pobelter#NA1,Challenger 925 LP
7.2/6.2/8.6,Jungler,Wins: 181 (55.7%),6.180000000000001,434.88,UCI duong pro#NA1,Challenger 776 LP
7.8/4.6/6.6,Jungler,Wins: 122 (58.1%),7.3,475.1,不帮就送#0888,Challenger 707 LP
6.7/4.4/7.7,AD Carry,Wins: 114 (59.4%),8.04,475.3,Spawn#NA3,Challenger 855 LP
6.5/4.9/6.4,AD Carry,Wins: 142 (58.4%),8.379999999999999,470.84,pug1#NA1,Challenger 1004 LP
6.2/5.0/8.3,AD Carry,Wins: 208 (55.5%),7.5,438.88,Daption#Sandy,Challenger 1037 LP
6.0/4.9/7.3,AD Carry,Wins: 166 (53.2%),7.6,448.08000000000004,GrayFawx#NA2,Challenger 491 LP
4.8/4.3/10.9,AD Carry,Wins: 174 (58.0%),5.4399999999999995,403.82,Kurfyou#NA3,Challenger 1247 LP
3.0/5.3/13.4,Support,Wins: 145 (60.4%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1210 LP
6.2/4.9/6.8,Top,Wins: 116 (60.7%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 824 LP
6.6/6.5/4.8,Top,Wins: 215 (51.4%),7.4,447.3,Lucca#DRAW,GrandMaster 525 LP
8.5/5.7/9.1,Jungler,Wins: 328 (53.5%),6.220000000000001,448.56000000000006,paiN Tatu#10y,Challenger 1454 LP
6.2/3.6/11.0,Jungler,Wins: 62 (68.9%),5.86,481.7,undebal 11#maluk,GrandMaster 436 LP
5.8/5.1/6.2,Mid,Wins: 135 (57.3%),6.08,442.26000000000005,iMaaasTeR#BR1,GrandMaster 585 LP
7.1/4.3/9.7,Jungler,Wins: 129 (63.2%),6.539999999999999,452.3,soloq player#noob,Challenger 1533 LP
6.1/5.6/7.3,AD Carry,Wins: 94 (60.4%),7.279999999999999,435.36,Alanzinhö#BR1,GrandMaster 553 LP
7.6/5.5/7.6,AD Carry,Wins: 160 (55.9%),7.82,473.64,amatsusune#bipi,Challenger 781 LP
5.7/4.3/8.0,AD Carry,Wins: 117 (60.6%),7.88,462.4,Kami#BR1,Challenger 872 LP
3.3/5.3/13.5,Support,Wins: 118 (57.8%),0.9800000000000001,301.40000000000003,zay#zzz1,Challenger 989 LP
5.9/4.4/5.7,Top,Wins: 153 (54.1%),7.7,453.53999999999996,Dhokla#NA1,Challenger 567 LP
4.4/4.4/4.4,Top,Wins: 102 (52.6%),6.9799999999999995,444.48,juicylips#NA1,GrandMaster 114 LP
8.8/5.0/7.5,Jungler,Wins: 130 (59.0%),7.2,495.2,kano#chama,GrandMaster 333 LP
10.0/5.0/7.5,Jungler,Wins: 60 (77.9%),7.233333333333334,445.86666666666673,任星远#sky,Master 578 LP
7.7/5.1/5.9,AD Carry,Wins: 97 (51.6%),6.380000000000001,436.9599999999999,Solomon#NA0,GrandMaster 317 LP
6.5/5.0/6.8,Mid,Wins: 81 (59.6%),7.56,513.4,spme#quin,GrandMaster 437 LP
5.8/5.3/7.4,AD Carry,Wins: 115 (55.8%),6.5600000000000005,426.18,xDwill#554,Master 309 LP
6.6/6.2/7.5,AD Carry,Wins: 199 (54.8%),7.26,449.2200000000001,후 잉#클로버,Challenger 631 LP
2.1/5.3/13.1,Support,Wins: 281 (50.7%),2.5799999999999996,448.4200000000001,Kodeki#みぞかみ,Challenger 439 LP
2.0/5.0/13.3,Support,Wins: 163 (52.8%),2.02,301.93999999999994,Harimata#NA1,GrandMaster 372 LP
6.7/5.9/6.0,Top,Wins: 209 (50.5%),7.040000000000001,433.6,Blast#4YOU,GrandMaster 309 LP
6.1/4.4/6.3,Top,Wins: 213 (55.5%),7.880000000000001,467.38,hero kenzan#KR2,Challenger 1023 LP
7.4/4.9/7.9,Jungler,Wins: 149 (58.2%),6.859999999999999,442.93999999999994,overthinker#ress,Challenger 1133 LP
8.6/5.0/8.6,Jungler,Wins: 91 (63.4%),5.860000000000001,444.34,Sací Perêrê#BR1,Challenger 811 LP
6.8/4.8/7.9,Mid,Wins: 268 (55.3%),7.959999999999999,457.9,potato the cat#envy,Challenger 1491 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
5.3/4.6/9.3,AD Carry,Wins: 119 (55.6%),7.24,436.93999999999994,Normailpro#BR1,GrandMaster 405 LP
6.3/5.5/9.0,AD Carry,Wins: 230 (52.6%),8.239999999999998,489.91999999999996,Kojima#ゲツヨウビ,Challenger 858 LP
4.5/5.5/14.8,Support,Wins: 125 (62.5%),1.9799999999999998,372.1,frosty#KR3,Challenger 1402 LP
3.1/5.7/14.3,Support,Wins: 120 (57.7%),0.96,314.48,Damage#001,Challenger 732 LP
5.9/4.5/5.4,Top,Wins: 219 (57.8%),6.6,527.9799999999999,WanWanovo#Fiora,Challenger 917 LP
5.3/4.2/7.0,Top,Wins: 83 (60.1%),7.06,462.4999999999999,Yunus#6041,GrandMaster 528 LP
7.0/4.5/6.8,Jungler,Wins: 99 (54.1%),7.1,454.91999999999996,Karasmai Kayn#NA1,GrandMaster 218 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
5.5/6.2/5.3,Mid,Wins: 262 (52.8%),5.26,377.91999999999996,SALVA#1031,Challenger 813 LP
7.6/5.0/6.2,Mid,Wins: 84 (54.2%),6.4799999999999995,537.1,火 影#2Szd,GrandMaster 351 LP
5.4/4.3/5.6,Mid,Wins: 133 (55.5%),7.9,432.84000000000003,Sym#Sym,GrandMaster 390 LP
3.2/3.5/14.1,Support,Wins: 69 (74.2%),1.2600000000000002,322.7,StrictlyBusiness#SB1,Master 216 LP
2.9/4.6/13.3,Support,Wins: 119 (55.3%),2.2800000000000002,343.32000000000005,Z Score#1500,GrandMaster 547 LP
4.9/4.8/9.0,AD Carry,Wins: 172 (53.8%),4.86,395.98,Braxy#NA1,GrandMaster 462 LP
6.2/4.6/6.6,Mid,Wins: 189 (54.7%),7.9,458.2,Pobelter#NA1,Challenger 925 LP
6.5/5.7/5.3,Top,Wins: 84 (59.2%),7.76,479.1,Phymini#GOAT,GrandMaster 501 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
4.6/3.8/11.6,Jungler,Wins: 179 (58.1%),6.24,385.86,Pentaless#NA1,Challenger 1225 LP
6.1/5.1/7.3,Mid,Wins: 73 (54.9%),7.0200000000000005,460.5400000000001,Ado#celly,GrandMaster 289 LP
6.6/4.5/8.0,AD Carry,Wins: 99 (63.1%),8.12,459.7799999999999,波士顿第一深情#1117,Challenger 754 LP
4.8/4.3/10.9,AD Carry,Wins: 175 (58.1%),5.4399999999999995,403.98,Kurfyou#NA3,Challenger 1268 LP
6.2/5.0/8.3,AD Carry,Wins: 208 (55.5%),7.5,438.88,Daption#Sandy,Challenger 1037 LP
1.4/3.7/15.1,Support,Wins: 118 (56.5%),0.9600000000000002,297.06,tingting dad#NA1,GrandMaster 257 LP
3.0/5.3/13.4,Support,Wins: 145 (60.2%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1191 LP
6.2/4.9/6.8,Top,Wins: 116 (60.7%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 844 LP
6.9/5.7/7.0,Mid,Wins: 127 (56.7%),6.68,470.9200000000001,Antithesis#1706,GrandMaster 649 LP
8.4/6.9/6.4,Jungler,Wins: 81 (56.6%),5.0200000000000005,570.1800000000001,Axel#Tio,Challenger 296 LP
6.2/3.6/11.0,Jungler,Wins: 62 (68.9%),5.86,481.7,undebal 11#maluk,GrandMaster 436 LP
5.7/4.3/8.0,AD Carry,Wins: 117 (60.6%),7.88,462.4,Kami#BR1,Challenger 872 LP
6.8/5.3/6.9,Mid,Wins: 135 (58.2%),7.92,475.4599999999999,neyzz#999,Challenger 810 LP
6.1/5.6/7.3,AD Carry,Wins: 94 (60.4%),7.279999999999999,435.36,Alanzinhö#BR1,GrandMaster 553 LP
7.6/5.5/7.6,AD Carry,Wins: 160 (55.9%),7.82,473.64,amatsusune#bipi,Challenger 781 LP
3.3/5.3/13.5,Support,Wins: 118 (57.8%),0.9800000000000001,301.40000000000003,zay#zzz1,Challenger 989 LP
3.4/6.0/14.8,Support,Wins: 208 (54.2%),0.9,309.98,NEVERENOUGH777#DIYI,Challenger 893 LP
5.9/4.4/5.7,Top,Wins: 153 (54.1%),7.7,453.53999999999996,Dhokla#NA1,Challenger 567 LP
5.6/5.7/5.3,Top,Wins: 94 (59.1%),7.159999999999999,440.88,Dragoonsmash#NA1,GrandMaster 441 LP
10.0/5.0/7.5,Jungler,Wins: 60 (77.9%),7.233333333333334,445.86666666666673,任星远#sky,Master 578 LP
7.5/4.8/8.3,Jungler,Wins: 105 (59.3%),7.139999999999999,474.3,Dino Nugget#Eris,GrandMaster 509 LP
8.4/4.4/7.8,Mid,Wins: 67 (72.0%),6.760000000000001,456.71999999999997,mars rank 1#NA1,GrandMaster 522 LP
6.9/3.8/4.9,Mid,Wins: 100 (57.8%),7.720000000000001,438.0200000000001,Doctor Doom#Max,GrandMaster 424 LP
7.0/5.7/6.3,AD Carry,Wins: 83 (56.1%),7.56,530.22,Hurricane#1,GrandMaster 304 LP
5.9/5.6/8.8,AD Carry,Wins: 132 (57.5%),7.76,438.18,pewpew#pigmé,Challenger 606 LP
7.2/6.2/8.6,Jungler,Wins: 181 (55.7%),6.180000000000001,434.88,UCI duong pro#NA1,Challenger 776 LP
2.1/4.6/13.8,Support,Wins: 138 (55.6%),1.12,302.91999999999996,3uphoria#0622,Challenger 608 LP
5.8/4.8/5.7,Top,Wins: 156 (53.6%),7.540000000000001,459.78000000000003,Ego#1048,GrandMaster 456 LP
4.6/5.0/8.4,Mid,Wins: 200 (53.3%),6.4799999999999995,406.28000000000003,Koala#Euca,GrandMaster 522 LP
5.8/4.1/8.2,Jungler,Wins: 261 (53.0%),6.7,422.68,alchemist#still,Challenger 691 LP
7.3/3.3/8.1,Jungler,Wins: 203 (54.1%),6.660000000000001,439.91999999999996,Will#NA12,Challenger 869 LP
6.3/4.6/8.4,Mid,Wins: 172 (55.1%),7.360000000000001,439.12000000000006,Ariendel#NA1,Challenger 804 LP
6.0/5.9/5.2,Top,Wins: 172 (54.3%),6.5,416.18,Tom Joad#WRATH,Master 245 LP
7.1/6.2/5.8,AD Carry,Wins: 118 (55.4%),7.26,463.2,Yabyinda#lovie,GrandMaster 482 LP
6.6/4.2/6.6,AD Carry,Wins: 145 (57.5%),8.92,475.4799999999999,Doublelift#NA1,Challenger 1116 LP
1.9/4.6/13.1,Support,Wins: 119 (61.3%),1.08,315.05999999999995,Breezyyy#NA1,Challenger 938 LP
2.0/5.0/13.3,Support,Wins: 163 (52.8%),2.02,301.93999999999994,Harimata#NA1,GrandMaster 372 LP
6.3/4.5/7.7,Mid,Wins: 123 (59.7%),5.92,429.5,HITSUWHATWASTHAT#BR1,Challenger 896 LP
6.4/4.1/8.9,Top,Wins: 106 (61.6%),5.32,701.88,DU GYM RAT#GYM,Challenger 1013 LP
7.1/4.0/6.9,Mid,Wins: 164 (57.3%),8.059999999999999,477.35999999999996,Fuuu#99999,Challenger 1049 LP
8.6/5.0/8.6,Jungler,Wins: 91 (63.4%),5.860000000000001,444.34,Sací Perêrê#BR1,Challenger 811 LP
6.7/4.8/7.5,Mid,Wins: 262 (53.9%),8.02,455.0400000000001,Enga#PUNGA,Challenger 1239 LP
6.2/4.6/7.6,Mid,Wins: 219 (55.0%),8.040000000000001,458.34,Grevthar#BRA1,Challenger 1121 LP
9.1/7.3/6.6,AD Carry,Wins: 193 (56.7%),7.42,494.7999999999999,Quinn#tatas,Challenger 898 LP
10.6/7.3/6.2,AD Carry,Wins: 70 (64.8%),5.58,642.0200000000001,Zeus#axes,GrandMaster 334 LP
7.6/6.0/7.4,AD Carry,Wins: 135 (55.3%),7.06,451.96000000000004,s l s#kr3,GrandMaster 388 LP
7.2/4.9/7.1,Mid,Wins: 136 (58.6%),7.7,458.0,Qats#BR2,Challenger 931 LP
4.8/5.8/6.9,Top,Wins: 130 (55.3%),6.4799999999999995,410.38,Rare#NA0,Challenger 581 LP
6.5/5.7/5.3,Top,Wins: 84 (59.2%),7.76,479.1,Phymini#GOAT,GrandMaster 501 LP
8.1/4.7/9.6,Jungler,Wins: 80 (73.4%),7.1,465.14,blaberfish2#NA1,Challenger 1081 LP
4.6/3.8/11.6,Jungler,Wins: 178 (58.1%),6.24,385.86,Pentaless#NA1,Challenger 1201 LP
6.2/4.6/6.6,Mid,Wins: 189 (54.7%),7.9,458.2,Pobelter#NA1,Challenger 925 LP
6.2/5.0/5.3,Mid,Wins: 76 (55.9%),8.219999999999999,444.78000000000003,Mini Mouse#Phy,GrandMaster 309 LP
6.2/5.0/8.3,AD Carry,Wins: 208 (55.5%),7.5,438.88,Daption#Sandy,Challenger 1037 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
3.1/6.6/12.3,Support,Wins: 123 (58.3%),4.52,375.71999999999997,Bardbaric#NA1,GrandMaster 539 LP
4.8/4.3/10.9,AD Carry,Wins: 174 (58.1%),5.4399999999999995,403.98,Kurfyou#NA3,Challenger 1247 LP
5.6/5.7/5.3,Top,Wins: 94 (59.1%),7.159999999999999,440.88,Dragoonsmash#NA1,GrandMaster 441 LP
5.9/4.8/6.3,Top,Wins: 109 (56.2%),7.3,438.08000000000004,SOLOKILL#PVP,GrandMaster 277 LP
7.8/4.6/6.6,Jungler,Wins: 122 (58.1%),7.3,475.1,不帮就送#0888,Challenger 707 LP
10.6/4.4/6.6,Jungler,Wins: 101 (69.7%),7.42,504.4,Sheiden3#NA1,Challenger 1321 LP
7.8/5.8/6.6,AD Carry,Wins: 137 (59.6%),6.16,396.26000000000005,RKYI2mOXKrXEXQVo#NA1,GrandMaster 421 LP
5.3/5.2/9.0,Mid,Wins: 143 (56.3%),6.5,443.52,AlphaWolffy#NA1,Challenger 719 LP
6.2/5.6/9.1,AD Carry,Wins: 107 (56.0%),6.58,459.17999999999995,qad#NA1,GrandMaster 358 LP
6.4/8.2/10.0,AD Carry,Wins: 160 (54.2%),6.82,455.32,Fatihcan#1515,Challenger 642 LP
3.0/5.3/13.4,Support,Wins: 145 (60.2%),1.2,310.9,TL Honda CoreJJ#1123,Challenger 1210 LP
2.1/2.8/15.9,Support,Wins: 41 (75.9%),1.0,314.2,HAHHAHAHAHAHXDDD#Reina,Master 214 LP
3.8/5.0/8.7,Top,Wins: 131 (56.0%),3.7499999999999996,296.90000000000003,Paklaiton#NA1,Challenger 640 LP
6.5/5.0/6.8,Mid,Wins: 81 (59.6%),7.56,513.4,spme#quin,GrandMaster 437 LP
11.7/3.9/8.4,Jungler,Wins: 111 (74.0%),6.68,439.26000000000005,ttv nyx1v9#nyx,Challenger 876 LP
6.6/4.2/8.4,Jungler,Wins: 143 (58.1%),6.82,461.62,chocolate rain#LFG,Challenger 811 LP
6.2/4.5/6.8,Mid,Wins: 108 (57.8%),6.6,403.34000000000003,ck286#pris,Challenger 636 LP
6.4/6.4/6.9,Mid,Wins: 186 (55.2%),7.24,439.80000000000007,Komari#TTV,Challenger 941 LP
6.6/4.2/6.6,AD Carry,Wins: 145 (57.5%),8.92,475.4799999999999,Doublelift#NA1,Challenger 1116 LP
7.3/5.6/7.0,AD Carry,Wins: 211 (53.8%),7.38,490.46000000000004,melke#0001,Challenger 794 LP
3.9/5.5/12.5,Support,Wins: 185 (55.9%),2.6799999999999997,332.1,LightNReset#NA1,Challenger 860 LP
2.6/4.2/13.9,Support,Wins: 201 (55.5%),0.9199999999999999,290.62,VULCAN#5125,Challenger 1269 LP
6.2/4.9/6.8,Top,Wins: 116 (60.7%),7.44,443.62,CRIA DE IPANEMA#PIT,Challenger 824 LP
6.2/4.6/5.7,Top,Wins: 128 (58.7%),7.5600000000000005,437.82,hen to pan#2005,GrandMaster 474 LP
8.8/5.6/8.0,Jungler,Wins: 72 (68.6%),6.139999999999999,455.14000000000004,chovyness#bilu,GrandMaster 505 LP
8.5/5.7/9.1,Jungler,Wins: 328 (53.5%),6.220000000000001,448.56000000000006,paiN Tatu#10y,Challenger 1454 LP
5.6/5.2/5.9,Mid,Wins: 144 (52.2%),6.88,400.3,Tyler Durden#Lewis,GrandMaster 147 LP
6.2/5.3/6.2,Mid,Wins: 67 (63.2%),4.8,536.74,theploze#6872,GrandMaster 415 LP
6.3/5.5/9.0,AD Carry,Wins: 230 (52.7%),8.239999999999998,489.91999999999996,Kojima#ゲツヨウビ,Challenger 858 LP
6.5/4.5/6.8,AD Carry,Wins: 92 (56.4%),7.9,452.4,ll Escanor ll#BR1,GrandMaster 295 LP
3.3/5.4/14.4,Support,Wins: 126 (57.2%),2.0999999999999996,334.44000000000005,SUPKING#KR01,GrandMaster 576 LP
2.3/5.6/14.9,Support,Wins: 73 (62.2%),1.1599999999999997,300.32000000000005,Thyago#BR2,GrandMaster 349 LP
4.6/5.7/7.6,Top,Wins: 64 (50.8%),6.08,380.6,ueP#ueP,Diamond III 92 LP
7.6/5.1/7.0,Jungler,Wins: 45 (51.2%),6.36,459.34,PNG ShadowRazeR#SHD15,Diamond II 59 LP
6.9/6.2/9.5,Jungler,Wins: 78 (49.7%),6.840000000000001,436.8,Minerva#BR1,Diamond I 29 LP
9.1/5.8/8.1,Jungler,Wins: 61 (61.0%),5.66,402.02,Lira#BR2,Diamond I 61 LP
6.4/6.1/6.8,Mid,Wins: 72 (52.2%),6.859999999999999,437.9599999999999,Jpguima#lySo,Diamond I 6 LP
6.8/5.6/7.3,Mid,Wins: 66 (53.7%),6.760000000000001,433.34000000000003,Xunga#Dunga,Master 92 LP
6.5/5.9/6.0,Top,Wins: 86 (50.9%),6.760000000000001,431.62,chiBRAS#BR1,Diamond I 29 LP
N/A,N/A,N/A,N/A,N/A,RATOLOL#RAGE,Master N/A LP
4.6/6.2/11.1,Support,Wins: 140 (54.9%),3.6799999999999997,402.34,Iwaze#LLL,Diamond II 90 LP
1.8/4.9/13.6,Support,Wins: 181 (50.3%),1.42,303.71999999999997,SEBO NA GLAND#GAMER,Master 86 LP
4.8/5.8/6.9,Top,Wins: 130 (55.3%),6.4799999999999995,410.38,Rare#NA0,Challenger 581 LP
5.3/4.2/7.0,Top,Wins: 83 (60.1%),7.06,462.4999999999999,Yunus#6041,GrandMaster 528 LP
4.8/4.8/11.9,Jungler,Wins: 173 (54.4%),4.48,683.86,SHEEP123#SWAG,GrandMaster 550 LP
4.6/3.8/11.6,Jungler,Wins: 179 (58.1%),6.24,385.86,Pentaless#NA1,Challenger 1225 LP
6.2/4.6/6.6,Mid,Wins: 189 (54.7%),7.9,458.2,Pobelter#NA1,Challenger 925 LP
6.8/4.9/7.5,Jungler,Wins: 56 (55.6%),7.6,455.25999999999993,†#NA1,Master 0 LP
7.0/5.7/6.3,AD Carry,Wins: 83 (56.1%),7.56,530.22,Hurricane#1,GrandMaster 304 LP
6.4/4.0/7.0,AD Carry,Wins: 193 (56.6%),8.3,467.34,Cody Sun#Aura,Challenger 1276 LP
